codigo,descripcion,NOVA,env_group,mapping_rule,in_coeff_table
C010,"Hamburguesa de pollo, industrializada",4,Poultry,prefix_C_poultry_keyword,TRUE
C012,Hígado,1,Beef,prefix_C_default_beef,TRUE
C122,Hígado de pollo,1,Poultry,prefix_C_poultry_keyword,TRUE
C103,Jabalí,1,Other meats,prefix_C_game_keyword,TRUE
C061,Jacaré,1,Beef,prefix_C_default_beef,TRUE
C004,Jamón cocido,4,Pork,prefix_C_pork_processed,TRUE
C005,Jamón crudo,3,Pork,prefix_C_pork_processed,TRUE
C065,Lampalagua (serpiente),1,Beef,prefix_C_default_beef,TRUE
C054,Leberwurst,1,Beef,prefix_C_default_beef,TRUE
C127,Liebre,1,Beef,prefix_C_default_beef,TRUE
C013,Lengua,1,Beef,prefix_C_default_beef,TRUE
C056,Lomito ahumado,1,Beef,prefix_C_default_beef,TRUE
C085,Lomo,1,Beef,prefix_C_default_beef,TRUE
C128,Llama,1,Lamb and mutton,prefix_C_lamb_keyword,TRUE
C055,Longaniza,3,Beef,prefix_C_default_beef,TRUE
C080,Matambre (corte de carne),1,Beef,prefix_C_beef_processed,TRUE
C057,Matambre (fiambre),4,Beef,prefix_C_beef_processed,TRUE
C114,"Medallón de pollo relleno de jamón y queso, prefrito congelado",3,Poultry,prefix_C_poultry_keyword,TRUE
C106,Milanesa de carne vacuna rebozada (carnicería),1,Beef,prefix_C_beef_processed,TRUE
C126,Milanesa de cerdo (carnicería),1,Pork,prefix_C_pork_keyword,TRUE
C068,Milanesa de pollo rebozada (pollería / granja),1,Poultry,prefix_C_poultry_keyword,TRUE
C069,"Milanesa de pollo, prefrita congelada",4,Poultry,prefix_C_poultry_keyword,TRUE
C014,Mollejas,1,Beef,prefix_C_default_beef,TRUE
C015,Mondongo,1,Beef,prefix_C_default_beef,TRUE
C016,Morcilla,1,Pork,prefix_C_pork_processed,TRUE
C017,Mortadela,4,Pork,prefix_C_pork_processed,TRUE
C081,Nalga,1,Beef,prefix_C_default_beef,TRUE
C070,Nuggets o patitas de pollo,4,Poultry,prefix_C_poultry_keyword,TRUE
C112,Nutria,1,Other meats,prefix_C_game_keyword,TRUE
C108,Osobuco,1,Beef,prefix_C_default_beef,TRUE
C087,Paleta (corte de carne),1,Pork,prefix_C_pork_processed,TRUE
C097,Paleta (fiambre),4,Pork,prefix_C_pork_processed,TRUE
C091,Palomita (corte de carne),1,Beef,prefix_C_default_beef,TRUE
C006,Panceta,1,Pork,prefix_C_pork_processed,TRUE
C058,Pastrón,3,Beef,prefix_C_default_beef,TRUE
C018,Paté / picadillo,1,Beef,prefix_C_beef_processed,TRUE
C019,Pato,1,Beef,prefix_C_default_beef,TRUE
C020,Pavo,1,Poultry,prefix_C_poultry_keyword,TRUE
C083,Peceto,1,Beef,prefix_C_default_beef,TRUE
C063,Perdiz,1,Beef,prefix_C_default_beef,TRUE
C021,Pollo con piel,1,Poultry,prefix_C_poultry_keyword,TRUE
C023,Pollo sin piel,1,Poultry,prefix_C_poultry_keyword,TRUE
C125,"Pollo, alitas",1,Poultry,prefix_C_poultry_keyword,TRUE
C022,"Pollo, menudos",1,Poultry,prefix_C_poultry_keyword,TRUE
C059,"Pollo, pechuga sin piel",1,Poultry,prefix_C_poultry_keyword,TRUE
C024,Queso de cerdo,3,Pork,prefix_C_pork_keyword,TRUE
C117,Rana,1,Beef,prefix_C_default_beef,TRUE
C025,Riñón,1,Beef,prefix_C_default_beef,TRUE
C086,Roast beef,1,Beef,prefix_C_default_beef,TRUE
C026,Salame,2,Pork,prefix_C_pork_processed,TRUE
C027,Salchicha de viena,4,Beef,prefix_C_beef_processed,TRUE
C066,Salchicha de viena light,4,Beef,prefix_C_beef_processed,TRUE
C028,Salchicha parrillera,4,Beef,prefix_C_beef_processed,TRUE
C119,Salchicha rellena con cheddar,4,Beef,prefix_C_beef_processed,TRUE
C067,Salchichón,2,Pork,prefix_C_pork_processed,TRUE
C029,Sesos,1,Beef,prefix_C_default_beef,TRUE
C071,"Suprema de pollo con espinaca y queso, prefrita congelada",4,Poultry,prefix_C_poultry_keyword,TRUE
C072,"Suprema de pollo con jamón y queso, prefrita congelada",4,Poultry,prefix_C_poultry_keyword,TRUE
C096,Tatú,1,Beef,prefix_C_default_beef,TRUE
C090,Tortuguita,1,Beef,prefix_C_default_beef,TRUE
C030,Ubre,1,Beef,prefix_C_default_beef,TRUE
C077,Vacío,1,Beef,prefix_C_default_beef,TRUE
C032,"Vacuno, cortes grasos, con hueso (ej: asado), PROMEDIO",1,Beef,prefix_C_default_beef,TRUE
C031,"Vacuno, cortes grasos, sin hueso (ej: vacío, carne picada común, aguja, falda, alita,",1,Beef,prefix_C_default_beef,TRUE
C033,"intensamente desgrasada), PROMEDIO",2,Beef,prefix_C_default_beef,TRUE
C034,"Vacuno, cortes magros, con hueso, PROMEDIO",1,Beef,prefix_C_default_beef,TRUE
C036,"Vacuno, cortes semigrasos, con hueso (ej: bife angosto), PROMEDIO",1,Beef,prefix_C_default_beef,TRUE
C035,"paleta, bife angosto, tortuguita, palomita), PROMEDIO",1,Pork,prefix_C_pork_processed,TRUE
C060,Vizcacha,1,Other meats,prefix_C_game_keyword,TRUE
H001,"Huevo de gallina, entero",1,Eggs,prefix_H,TRUE
H002,"Huevo de gallina, clara",1,Eggs,prefix_H,TRUE
H003,"Huevo de gallina, yema",1,Eggs,prefix_H,TRUE
H004,"Huevo de codorníz, entero",1,Eggs,prefix_H,TRUE
P029,Abadejo,1,Fish and seafood,prefix_P,TRUE
P042,Almeja,1,Fish and seafood,prefix_P,TRUE
P010,"Anchoa, enlatada en aceite",2,Fish and seafood,prefix_P,TRUE
P009,"Anchoa, pasta",4,Fish and seafood,prefix_P,TRUE
P008,"Atún, enlatado en aceite",2,Fish and seafood,prefix_P,TRUE
P007,"Atún, enlatado al natural",3,Fish and seafood,prefix_P,TRUE
P028,"Atún, lomito fresco",1,Fish and seafood,prefix_P,TRUE
P041,"Bocaditos de pescado, prefritos",4,Fish and seafood,prefix_P,TRUE
P021,Brótola,1,Fish and seafood,prefix_P,TRUE
P012,"Caballa, enlatada",3,Fish and seafood,prefix_P,TRUE
P011,"Caballa, tronco",1,Fish and seafood,prefix_P,TRUE
P003,Calamar,1,Fish and seafood,prefix_P,TRUE
P004,Camarón,1,Fish and seafood,prefix_P,TRUE
P031,Cornalitos,1,Fish and seafood,prefix_P,TRUE
P023,Corvina,1,Fish and seafood,prefix_P,TRUE
P035,Dorado,1,Fish and seafood,prefix_P,TRUE
P024,Gatuzo,1,Fish and seafood,prefix_P,TRUE
P046,Hamburguesa de pescado (pescadería),1,Fish and seafood,prefix_P,TRUE
P039,Kani Kama,4,Fish and seafood,prefix_P,TRUE
P005,Langostino,1,Fish and seafood,prefix_P,TRUE
P022,Lenguado,1,Fish and seafood,prefix_P,TRUE
P043,"Medallón de pescado relleno con queso y espinaca, prefrito",3,Fish and seafood,prefix_P,TRUE
P006,Mejillón,1,Fish and seafood,prefix_P,TRUE
P020,Merluza,1,Fish and seafood,prefix_P,TRUE
P045,"Merluza, enlatada en agua y aceite",2,Fish and seafood,prefix_P,TRUE
P040,"Milanesa de pescado, prefrita",4,Fish and seafood,prefix_P,TRUE
P036,Pacú,1,Fish and seafood,prefix_P,TRUE
P033,Palometa,1,Fish and seafood,prefix_P,TRUE
P030,Pejerrey,1,Fish and seafood,prefix_P,TRUE
P001,"Pescados de mar (ej: brótola, corvina blanca, gatuso, lenguado, merluza, etc.),",1,Fish and seafood,prefix_P,TRUE
P002,"Pescados de río (ej: dorado, palometa, surubí, trucha, etc.), PROMEDIO",1,Fish and seafood,prefix_P,TRUE
P025,Pollo de mar,1,Fish and seafood,prefix_P,TRUE
P038,Pulpo,1,Fish and seafood,prefix_P,TRUE
P047,Rabas (restaurant),1,Fish and seafood,prefix_P,TRUE
P037,Sábalo,1,Fish and seafood,prefix_P,TRUE
P026,Salmón blanco,2,Fish and seafood,prefix_P,TRUE
P027,Salmón rosado,2,Fish and seafood,prefix_P,TRUE
P044,"Sardinas, enlatadas al natural",3,Fish and seafood,prefix_P,TRUE
P013,"Sardinas, enlatadas en aceite",2,Fish and seafood,prefix_P,TRUE
P034,Surubí,1,Fish and seafood,prefix_P,TRUE
P032,Trucha,1,Fish and seafood,prefix_P,TRUE
Z003,Aceite comestible mezcla,2,Oil crops,prefix_Z,TRUE
Z030,"Aceite comestible mezcla, para cocción",2,Oil crops,prefix_Z,TRUE
Z005,Aceite de canola,2,Oil crops,prefix_Z,TRUE
Z032,"Aceite de canola, para cocción",2,Oil crops,prefix_Z,TRUE
Z023,Aceite de chía,2,Oil crops,prefix_Z,TRUE
Z036,"Aceite de chía, para cocción",2,Oil crops,prefix_Z,TRUE
Z022,Aceite de coco,2,Oil crops,prefix_Z,TRUE
Z034,"Aceite de coco, para cocción",2,Oil crops,prefix_Z,TRUE
Z001,Aceite de girasol,2,Oil crops,prefix_Z,TRUE
Z020,Aceite de girasol alto oleico,2,Oil crops,prefix_Z,TRUE
Z027,"Aceite de girasol alto oleico, para cocción",2,Oil crops,prefix_Z,TRUE
Z026,"Aceite de girasol, para cocción",2,Oil crops,prefix_Z,TRUE
Z002,Aceite de maíz,2,Oil crops,prefix_Z,TRUE
Z028,"Aceite de maíz, para cocción",2,Oil crops,prefix_Z,TRUE
Z021,Aceite mezcla con oliva,2,Oil crops,prefix_Z,TRUE
Z029,"Aceite mezcla con oliva, para cocción",2,Oil crops,prefix_Z,TRUE
Z004,Aceite de oliva,2,Oil crops,prefix_Z,TRUE
Z031,"Aceite de oliva, para cocción",2,Oil crops,prefix_Z,TRUE
Z042,Aceite de sésamo,2,Oil crops,prefix_Z,TRUE
Z007,Aceite de soja,2,Oil crops,prefix_Z,TRUE
Z035,"Aceite de soja, para cocción",2,Oil crops,prefix_Z,TRUE
Z006,Aceite de uva,2,Oil crops,prefix_Z,TRUE
Z033,"Aceite de uva, para cocción",2,Oil crops,prefix_Z,TRUE
Z025,"Aceite para cocción, PROMEDIO",2,Oil crops,prefix_Z,TRUE
Z000,"Aceite, PROMEDIO",2,Oil crops,prefix_Z,TRUE
Z024,Rocío vegetal,4,Oil crops,prefix_Z,TRUE
Z037,"Rocío vegetal, para cocción",4,Oil crops,prefix_Z,TRUE
Z043,Alimento a base de almendras (leche de almendras),4,Oil crops,prefix_Z,TRUE
Z040,Alimento a base de castañas (leche de castañas),4,Oil crops,prefix_Z,TRUE
Z050,Alimento a base de almendras con chocolate (chocolatada),4,Oil crops,prefix_Z,TRUE
Z008,Almendra,1,Oil crops,prefix_Z,TRUE
Z009,Avellana,1,Oil crops,prefix_Z,TRUE
Z045,Gomasio (sésamo integral tostado y molido con sal marina),2,Oil crops,prefix_Z,TRUE
Z011,Maní tostado salado,2,Oil crops,prefix_Z,TRUE
Z010,Maní tostado sin sal,2,Oil crops,prefix_Z,TRUE
Z048,Mantequilla de maní,4,Oil crops,prefix_Z,TRUE
Z047,fortificado con calcio,1,Oil crops,prefix_Z,TRUE
Z016,"Mix de frutos secos, semillas y pasas de uva",4,Oil crops,prefix_Z,TRUE
Z012,Nuez,1,Oil crops,prefix_Z,TRUE
Z013,Pistacho,1,Oil crops,prefix_Z,TRUE
Z038,Pistacho salado,2,Oil crops,prefix_Z,TRUE
Z041,Semilla de chía,1,Oil crops,prefix_Z,TRUE
Z014,Semilla de girasol,1,Oil crops,prefix_Z,TRUE
Z049,Semilla de girasol con sal y con cáscara,2,Oil crops,prefix_Z,TRUE
Z015,Semilla de sésamo,1,Oil crops,prefix_Z,TRUE
Z044,Semilla de zapallo,1,Oil crops,prefix_Z,TRUE
Z046,Semilla de amapola,1,Oil crops,prefix_Z,TRUE
Z039,Semilla de lino,1,Oil crops,prefix_Z,TRUE
D003,Azúcar blanca molida,2,NA,prefix_D_sugar_unmapped,FALSE
D070,Azúcar light,4,NA,prefix_D_sugar_unmapped,FALSE
D127,Azúcar impalpable,2,NA,prefix_D_sugar_unmapped,FALSE
D004,Azúcar morena / azúcar mascabo,2,NA,prefix_D_sugar_unmapped,FALSE
D083,Edulcorante en polvo con aspartamo y acesulfame k,4,NA,prefix_D_other_unmapped,FALSE
D084,"Edulcorante en polvo con sacarina y ciclamato (tipo Hileret clásico 1 a 10, Sucaryl",4,NA,prefix_D_other_unmapped,FALSE
D085,Edulcorante en polvo con stevia,4,NA,prefix_D_other_unmapped,FALSE
D071,"Edulcorante en polvo, PROMEDIO",4,NA,prefix_D_other_unmapped,FALSE
D086,Edulcorante en polvo con sucralosa,4,NA,prefix_D_other_unmapped,FALSE
D093,Edulcorante en tabletas o comprimidos con aspartamo y acesulfame k,4,NA,prefix_D_other_unmapped,FALSE
D094,Edulcorante en tabletas o comprimidos con ciclamato y sacarina,4,NA,prefix_D_other_unmapped,FALSE
D092,Edulcorante en tabletas o comprimidos sin identificar,4,NA,prefix_D_other_unmapped,FALSE
D091,"Edulcorante líquido con ciclamato, sacarina y sucralosa",4,NA,prefix_D_other_unmapped,FALSE
D088,Edulcorante líquido con aspartamo,4,NA,prefix_D_other_unmapped,FALSE
D089,Edulcorante líquido con sacarina y ciclamato,4,NA,prefix_D_other_unmapped,FALSE
D072,Edulcorante líquido con stevia,4,NA,prefix_D_other_unmapped,FALSE
D090,Edulcorante líquido con sucralosa,4,NA,prefix_D_other_unmapped,FALSE
D087,"Edulcorante líquido, PROMEDIO",4,NA,prefix_D_other_unmapped,FALSE
D116,Glucosa,4,NA,prefix_D_other_unmapped,FALSE
D037,Alfajor de arroz,4,Baked products,prefix_D_baked_sweet,TRUE
D001,Alfajor de chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D028,Alfajor de chocolate con relleno tipo mousse,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D002,Alfajor de dulce de leche,4,Baked products,prefix_D_baked_sweet,TRUE
D036,Alfajor de fruta,4,Baked products,prefix_D_baked_sweet,TRUE
D029,Alfajor de maicena,4,Baked products,prefix_D_baked_sweet,TRUE
D107,Alfajor de miel,4,Baked products,prefix_D_baked_sweet,TRUE
D035,Alfajor light,4,Baked products,prefix_D_baked_sweet,TRUE
D104,"Alfajor santafesino, tapas cubiertas con glasé",4,Baked products,prefix_D_baked_sweet,TRUE
D118,Algodón de azúcar,2,NA,prefix_D_sugar_unmapped,FALSE
D102,Bananita con cobertura de chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D132,Barra proteica,4,NA,prefix_D_other_unmapped,FALSE
D041,Barra de arroz rellena bañada,4,NA,prefix_D_other_unmapped,FALSE
D044,Bombones de fruta,4,NA,prefix_D_other_unmapped,FALSE
D014,Caramelos duros,4,NA,prefix_D_sugar_unmapped,FALSE
D015,Caramelos duros light,4,NA,prefix_D_sugar_unmapped,FALSE
D013,Caramelos masticables,4,NA,prefix_D_sugar_unmapped,FALSE
D012,Caramelos rellenos,4,NA,prefix_D_sugar_unmapped,FALSE
D042,Chicles,4,NA,prefix_D_other_unmapped,FALSE
D043,Chicles sin azúcar,4,NA,prefix_D_sugar_unmapped,FALSE
D047,Chupetín,4,NA,prefix_D_other_unmapped,FALSE
D034,Conito de dulce de leche envasado,4,NA,prefix_D_other_unmapped,FALSE
D110,Crema saborizada envasada tipo Ducrem,4,Dairy products,prefix_D_dairy_dessert,TRUE
D033,Cubanito relleno,4,NA,prefix_D_other_unmapped,FALSE
D080,Garrapiñada de maní,4,NA,prefix_D_other_unmapped,FALSE
D125,Golosinas de merengue y cucurucho tipo Heladitos / Gallinitas,4,NA,prefix_D_other_unmapped,FALSE
D048,Gomitas de gelatina,4,NA,prefix_D_other_unmapped,FALSE
D122,Habanitos de chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D101,Malvaviscos,4,NA,prefix_D_other_unmapped,FALSE
D040,Merengues / merenguitos,4,NA,prefix_D_other_unmapped,FALSE
D106,Mielcitas,2,NA,prefix_D_sugar_unmapped,FALSE
D038,Minitorta bañada,4,Baked products,prefix_D_baked_sweet,TRUE
D032,Oblea bañada tipo Kit Kat,4,NA,prefix_D_other_unmapped,FALSE
D039,Oblea bañada tipo Nugaton,4,NA,prefix_D_other_unmapped,FALSE
D045,Pastillas,4,NA,prefix_D_other_unmapped,FALSE
D046,Pastillas sin azúcar,2,NA,prefix_D_sugar_unmapped,FALSE
D049,"Postre a base de pasta de maní, tipo Mantecol",4,NA,prefix_D_other_unmapped,FALSE
D030,Rhodesia,4,NA,prefix_D_other_unmapped,FALSE
D079,Tableta de dulce de leche light,4,NA,prefix_D_other_unmapped,FALSE
D078,Tableta de dulce de leche,4,NA,prefix_D_other_unmapped,FALSE
D031,Tita,4,NA,prefix_D_other_unmapped,FALSE
D052,Baño de repostería para cubrir tortas,4,Baked products,prefix_D_baked_sweet,TRUE
D053,Barra de chocolate tipo Kinder,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D054,Bocadito con dulce de leche tipo Cabsha,4,NA,prefix_D_other_unmapped,FALSE
D113,Bocadito tipo Dos Corazones,4,NA,prefix_D_other_unmapped,FALSE
D115,Bocadito tipo Marroc,4,NA,prefix_D_other_unmapped,FALSE
D055,Bombón tipo Bon O Bon,4,NA,prefix_D_other_unmapped,FALSE
D129,Bombón de chocolate relleno de licor,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D050,Cacao amargo*,2,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D018,Cacao en polvo sin fortificar*,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D051,Cacao en polvo tipo Nesquik*,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D108,Cacao en polvo tipo Zucoa / Zucoa Max instantáneo otros sabores*,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D117,"Cacao, cascarilla*",4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D123,Chips de chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D057,cacao o más,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D126,Chocolate amargo,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D058,Chocolate blanco,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D059,Chocolate con almendras,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D056,Chocolate con maní,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D119,Chocolate relleno con pasta de maní tipo Snickers,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D060,Chocolate light,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D016,Chocolate para taza,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D095,Chocolate relleno de dulce de leche tipo Tofi,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D017,Chocolatín / chocolate con leche,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D061,Huevo de chocolate tipo Kinder,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D063,Lentejas de chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D062,Maní con chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D131,Medallón de menta y chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D133,Pasas de uva con chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D066,Bombón helado,4,Dairy products,prefix_D_dairy_dessert,TRUE
D064,Helado de agua (heladería),4,Dairy products,prefix_D_dairy_dessert,TRUE
D019,Helado de agua (palito),4,Dairy products,prefix_D_dairy_dessert,TRUE
D020,Helado de crema (heladería),4,Dairy products,prefix_D_dairy_dessert,TRUE
D065,Helado de crema envasado,4,Dairy products,prefix_D_dairy_dessert,TRUE
D067,"Helado envasado con cucurucho, PROMEDIO",4,Dairy products,prefix_D_dairy_dessert,TRUE
D068,Polvo para preparar helado*,4,Dairy products,prefix_D_dairy_dessert,TRUE
D111,Torta helada envasada (crema helada varios sabores con base de galleta),4,Dairy products,prefix_D_dairy_dessert,TRUE
D100,Almíbar,3,NA,prefix_D_other_unmapped,FALSE
D026,Arrope,2,NA,prefix_D_other_unmapped,FALSE
D114,Crema de avellanas con cacao tipo Nutella,4,Dairy products,prefix_D_dairy_dessert,TRUE
D005,Dulce de batata,3,NA,prefix_D_other_unmapped,FALSE
D081,Dulce de batata light,4,NA,prefix_D_other_unmapped,FALSE
D073,Dulce de cayote,4,NA,prefix_D_other_unmapped,FALSE
D008,Dulce de leche,4,NA,prefix_D_other_unmapped,FALSE
D077,Dulce de leche light,4,NA,prefix_D_other_unmapped,FALSE
D120,Dulce de mamón,4,NA,prefix_D_other_unmapped,FALSE
D006,Dulce de membrillo,3,Fruits,prefix_D_fruit_preserve,TRUE
D082,Dulce de membrillo light,4,Fruits,prefix_D_fruit_preserve,TRUE
D128,Dulce de zapallo (compacto),4,NA,prefix_D_other_unmapped,FALSE
D130,Fondant,4,NA,prefix_D_other_unmapped,FALSE
D098,Grana para decorar tortas,4,Baked products,prefix_D_baked_sweet,TRUE
D007,Jalea tipo membrillo,4,Fruits,prefix_D_fruit_preserve,TRUE
D027,Kero o melaza,2,NA,prefix_D_other_unmapped,FALSE
D010,Mermelada de frutas,4,Fruits,prefix_D_fruit_preserve,TRUE
D025,Mermelada de frutas light,4,Fruits,prefix_D_fruit_preserve,TRUE
D011,Miel,2,NA,prefix_D_sugar_unmapped,FALSE
D134,Miel de caña,2,NA,prefix_D_sugar_unmapped,FALSE
D099,"Pulpa de frutas para repostería, coberturas y rellenos (frutilla, arándano o maracuyá)",4,NA,prefix_D_other_unmapped,FALSE
D105,Rapadura,2,NA,prefix_D_other_unmapped,FALSE
D109,"Relleno y cobertura para repostería lista para batir, varios sabores",4,NA,prefix_D_other_unmapped,FALSE
D124,"Saborizadores Tecknofood, sabores varios (malta, vainilla)",4,NA,prefix_D_other_unmapped,FALSE
D097,Salsa topping de chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D096,Salsa topping de dulce de leche,4,NA,prefix_D_other_unmapped,FALSE
G017,Chicharrón,2,Pork,prefix_G_chicharron_pork,TRUE
G013,Crema de leche,2,Dairy products,prefix_G_cream_dairy,TRUE
G018,"Crema chantilly (lista para consumir, aerosol o industrial preparada)",4,Dairy products,prefix_G_cream_dairy,TRUE
G016,Crema light,4,Dairy products,prefix_G_cream_dairy,TRUE
G008,Grasa de cerdo,2,Pork,prefix_G_lard,TRUE
G019,Grasa de pollo,2,Poultry,prefix_G_chicken_fat,TRUE
G009,Grasa vacuna,2,Beef,prefix_G_beef_fat,TRUE
G010,Manteca,2,Dairy products,prefix_G_butter_dairy,TRUE
G015,Manteca light,4,Dairy products,prefix_G_butter_dairy,TRUE
G011,Margarina (en pote y en pan),4,Oil crops,prefix_G_default_oil,TRUE
G012,Margarina untable light,4,Oil crops,prefix_G_default_oil,TRUE
O013,Palitos aireados de harina de maíz o de colores,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O014,Palitos salados,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O015,Papas fritas de copetín,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O043,Maní japonés,4,Nuts and seeds,prefix_O_peanut,TRUE
O028,Nachos,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O041,Snacks saborizados salados a base de maíz,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O044,"Snacks saborizados salados a base de sémola de arroz, horneados, tipo Palitos de",4,Baked products,prefix_O_snack_baked_proxy,TRUE
O022,Aceto balsámico,4,NA,prefix_O_other_unmapped,FALSE
O048,Aderezo Salsa Alioli,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O021,Aderezo Caesar o Ranch,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O045,Aderezo para ensaladas light,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O037,Aderezo Salsa Cheddar,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
B069,"Jugo de limón, envasado",4,Fruits,prefix_B_juice_to_fruits,TRUE
O005,Ketchup,4,Vegetables (outdoor),prefix_O_tomato_sauce,TRUE
O001,Mayonesa,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O002,Mayonesa light,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O003,Mayonesa de soja,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O006,Mostaza,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O035,"Salsa a base de tomate en tetra brick o sachet, lista para consumir (ej: pomarola,",2,Vegetables (outdoor),prefix_O_tomato_sauce,TRUE
O047,Salsa agridulce,2,NA,prefix_O_other_unmapped,FALSE
O020,Salsa barbacoa,2,NA,prefix_O_other_unmapped,FALSE
O049,Salsa blanca en polvo envasada*,4,NA,prefix_O_other_unmapped,FALSE
O051,Salsa chimichurri envasada,2,NA,prefix_O_other_unmapped,FALSE
O046,"Salsa deshidratada varios sabores, polvo*",4,NA,prefix_O_other_unmapped,FALSE
O034,Salsa de soja,2,NA,prefix_O_other_unmapped,FALSE
O004,Salsa Golf,2,NA,prefix_O_other_unmapped,FALSE
O040,"Salsa para guiso campero envasada, fortificada*",4,NA,prefix_O_other_unmapped,FALSE
O023,Vinagre,2,NA,prefix_O_other_unmapped,FALSE
O007,Caldos en cubo*,4,NA,prefix_O_other_unmapped,FALSE
O039,Caldos en polvo*,4,NA,prefix_O_other_unmapped,FALSE
O008,Caldos en polvo light*,4,NA,prefix_O_other_unmapped,FALSE
O009,Caldos en polvo sin sal light*,4,NA,prefix_O_other_unmapped,FALSE
O010,Sopa crema instantánea preparada,4,NA,prefix_O_other_unmapped,FALSE
O011,Sopa crema preparada a partir de polvo premezcla light,4,NA,prefix_O_other_unmapped,FALSE
O012,Sopa crema preparada a partir de polvo premezcla sin sal light,4,NA,prefix_O_other_unmapped,FALSE
O024,Saborizador en cubos,4,NA,prefix_O_other_unmapped,FALSE
O038,Saborizador en polvo,4,NA,prefix_O_other_unmapped,FALSE
O025,Sopa de fideos deshidratada envasada para preparar*,4,NA,prefix_O_other_unmapped,FALSE
O029,"Sopa crema instantánea, polvo para preparar (sabores varios)*",4,NA,prefix_O_other_unmapped,FALSE
O030,"Sopa crema instantánea, polvo para preparar light (sabores varios)*",4,NA,prefix_O_other_unmapped,FALSE
O036,"Sopa de vegetales instantánea, polvo para preparar*",4,NA,prefix_O_other_unmapped,FALSE
D103,Arroz con leche envasado listo para consumir,4,NA,prefix_D_other_unmapped,FALSE
D121,"Arroz con leche envasado sabor caramelo, fortificado",4,NA,prefix_D_sugar_unmapped,FALSE
D069,Gelatina envasada lista para consumir,4,NA,prefix_D_other_unmapped,FALSE
D022,"Gelatina light, preparada a partir de polvo",4,NA,prefix_D_other_unmapped,FALSE
D021,Gelatina preparada a partir de polvo,4,NA,prefix_D_other_unmapped,FALSE
D009,Polvo para preparar flan*,4,Dairy products,prefix_D_dairy_dessert,TRUE
D075,Polvo para preparar postre lácteo*,4,Dairy products,prefix_D_dairy_dessert,TRUE
D076,Polvo para preparar postre lácteo light*,4,Dairy products,prefix_D_dairy_dessert,TRUE
D112,Polvo para preparar mousse de limón / chocolate*,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
O042,Bicarbonato de sodio,2,NA,prefix_O_other_unmapped,FALSE
O026,Sal,2,NA,prefix_O_salt_unmapped,FALSE
O050,Sal Marina,2,NA,prefix_O_salt_unmapped,FALSE
O033,"Sal dietética o modificada, PROMEDIO",4,NA,prefix_O_salt_unmapped,FALSE
O027,"Sal dietética, sin sodio",4,NA,prefix_O_salt_unmapped,FALSE
O031,Cloruro de sodio,2,NA,prefix_O_other_unmapped,FALSE
