scenario,reduction_pct,scenario_model,replacement_target,deaths_averted,deaths_averted_lo,deaths_averted_hi,yll_averted,yll_averted_lo,yll_averted_hi,pvle_averted_billion_intl_ppp,pvle_averted_billion_intl_ppp_lo,pvle_averted_billion_intl_ppp_hi,e30_gain_years,reduction,ghg_kg_co2eq_avoided_value,land_m2_avoided_value,water_l_avoided_value,eutro_g_po4eq_avoided_value,ghg_kg_co2eq_avoided_pct_of_baseline,land_m2_avoided_pct_of_baseline,water_l_avoided_pct_of_baseline,eutro_g_po4eq_avoided_pct_of_baseline
red_50,50,isocaloric_replacement,NOVA3,4970.866364630164,2826.885857735681,7316.226943526879,177222.99787115928,100917.1691092316,260298.71844419863,0.4260935411694733,0.243413134218729,0.6229422920666672,0.14069664146378358,0.5,3954185.214456815,19885435.70478671,263068857.33484188,16165450.395925635,3.711198920409295,3.542407766098876,6.680087810461364,5.426775683771718
red_50,50,isoweight_replacement,NDG_ARG,4970.866364630164,2826.885857735681,7316.226943526879,177222.99787115928,100917.1691092316,260298.71844419863,0.4260935411694733,0.243413134218729,0.6229422920666672,0.14069664146378358,0.5,-4574279.677285349,-24714961.616773058,-293732403.8733424,-22962237.321939923,-4.293188325606433,-4.402743458571433,-7.458724953346855,-7.708471344238332
red_50,50,isoweight_replacement,NOVA1,4970.866364630164,2826.885857735681,7316.226943526879,177222.99787115928,100917.1691092316,260298.71844419863,0.4260935411694733,0.243413134218729,0.6229422920666672,0.14069664146378358,0.5,-4388905.551968327,-12680849.244255912,-378828188.4010999,-21100696.553439513,-4.119205515890512,-2.2589768466963056,-9.619555842660306,-7.083548194593588
red_50,50,isoweight_replacement,NOVA1_NOVA3_mix,4970.866364630164,2826.885857735681,7316.226943526879,177222.99787115928,100917.1691092316,260298.71844419863,0.4260935411694733,0.243413134218729,0.6229422920666672,0.14069664146378358,0.5,-394790.2089591501,2731221.4999280907,-93109532.29048096,-4646956.587942027,-0.3705301896129377,0.4865420298511514,-2.3643233866322926,-1.5599930962234472
red_50,50,isoweight_replacement,NOVA3,4970.866364630164,2826.885857735681,7316.226943526879,177222.99787115928,100917.1691092316,260298.71844419863,0.4260935411694733,0.243413134218729,0.6229422920666672,0.14069664146378358,0.5,2357502.107960704,13351476.613813875,103775433.33533911,6691099.077099856,2.212632641976097,2.3784429543214327,2.635161813799884,2.2462160273904144
red_50,50,no_replacement,none,4970.866364630164,2826.885857735681,7316.226943526879,177222.99787115928,100917.1691092316,260298.71844419863,0.4260935411694733,0.243413134218729,0.6229422920666672,0.14069664146378358,0.5,5301768.130804624,25400025.05021604,397510748.7752464,24161698.32313326,4.975972316968315,4.524781218413659,10.093960700338664,8.111132924057294
ndg_gapa_conservative,67.3102605491643,isocaloric_replacement,NDG_ARG,6520.764494311971,3650.347504238727,9825.038976405136,232727.74499114975,130702.11578938572,349255.4273122875,0.5551270924496969,0.3138581596399137,0.8265226342300157,0.1849125690999358,0.6731026054916429,16852.4467597818,5991567.393093232,-826273021.3660877,-5499056.267095268,0.01581685703352892,1.0673427114945842,-20.98148900656532,-1.8460447499493444
ndg_gapa_conservative,67.3102605491643,isocaloric_replacement,NOVA1,6520.764494311971,3650.347504238727,9825.038976405136,232727.74499114975,130702.11578938572,349255.4273122875,0.5551270924496969,0.3138581596399137,0.8265226342300157,0.1849125690999358,0.6731026054916429,-7472284.017857251,-23216656.620429665,-635268908.906266,-35710479.09855993,-7.013109117568961,-4.135834182162973,-16.13133587054887,-11.988082910250805
ndg_gapa_conservative,67.3102605491643,isocaloric_replacement,NOVA1_NOVA3_mix,6520.764494311971,3650.347504238727,9825.038976405136,232727.74499114975,130702.11578938572,349255.4273122875,0.5551270924496969,0.3138581596399137,0.8265226342300157,0.1849125690999358,0.6731026054916429,103068.80721204542,6377164.508390017,-49500579.792413294,-1684701.780725323,0.09673518697473606,1.1360332967093627,-1.2569645188414902,-0.5655579296665549
ndg_gapa_conservative,67.3102605491643,isocaloric_replacement,NOVA3,6520.764494311971,3650.347504238727,9825.038976405136,232727.74499114975,130702.11578938572,349255.4273122875,0.5551270924496969,0.3138581596399137,0.8265226342300157,0.1849125690999358,0.6731026054916429,5323144.740894826,26769877.168456964,354144666.5915827,21762013.560886912,4.9960353256505385,4.768807794149969,8.992769020269016,7.305553704330871
